business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,0200955827,KE corp,2020-03-13 00:00:00,2020.0,1930565203.0,2020-02-26,20200224,20200226,20200312.0,USD,RV,1.0,,30869.44,20200226.0,NAA8,1930565203.0,0
U013,0140103480,PRIC systems,,2020.0,1991839741.0,2020-02-27,20200225,20200227,20200412.0,USD,RV,1.0,,21395.58,20200227.0,NAVF,1991839741.0,1
U001,0200792105,HERITA co,2020-01-21 00:00:00,2020.0,1930349324.0,2020-01-07,20200103,20200107,20200117.0,USD,RV,1.0,,8222.0,20200107.0,NA10,1930349324.0,0
U001,0200772670,ASSOCIAT corporation,2019-06-26 00:00:00,2019.0,1929472415.0,2019-06-11,20190611,20190611,20190626.0,USD,RV,1.0,,1106.1,20190611.0,NAU5,1929472415.0,0
U001,100006311,QUALITY C us,,2020.0,1930671166.0,2020-03-18,20200319,20200318,20200402.0,USD,RV,1.0,,20175.8,20200318.0,NAA8,1930671166.0,1
U001,0200793568,SUPE us,2019-09-23 00:00:00,2019.0,1929830848.0,2019-09-05,20190905,20190905,20190920.0,USD,RV,1.0,,3061.5,20190905.0,NAA8,1929830848.0,0
U001,0200769623,WAL-MAR foundation,2019-11-12 00:00:00,2019.0,1930086485.0,2019-11-01,20191101,20191101,20191116.0,USD,RV,1.0,,9294.08,20191101.0,NAH4,1930086485.0,0
U001,0200769623,WAL-MAR associates,2019-09-04 00:00:00,2019.0,1929776454.0,2019-08-23,20190823,20190823,20190907.0,USD,RV,1.0,,1014.79,20190823.0,NAH4,1929776454.0,0
U001,0200769623,WAL-MAR associates,2019-12-05 00:00:00,2019.0,1930189486.0,2019-11-24,20191125,20191124,20191209.0,USD,RV,1.0,,1328.25,20191124.0,NAH4,1930189486.0,0
U001,0200705742,DOT ,2019-07-09 00:00:00,2019.0,1929521885.0,2019-06-22,20190621,20190622,20190712.0,USD,RV,1.0,,150660.19,20190622.0,NAD1,1929521885.0,0
U001,0100032178,DAVID  ,2019-03-23 00:00:00,2019.0,1928828389.0,2019-02-21,20190220,20190221,20190313.0,USD,RV,1.0,,79770.33,20190221.0,NAD1,1928828389.0,0
U001,0200353024,DECA associates,2019-10-16 00:00:00,2019.0,1929958001.0,2019-10-03,20191003,20191003,20191024.0,USD,RV,1.0,,455.64,20191001.0,NAM4,1929958001.0,0
U001,0200820380,SMITH'S associates,2019-09-30 00:00:00,2019.0,1929868930.0,2019-09-13,20190912,20190913,20190928.0,USD,RV,1.0,,107700.16,20190913.0,NAA8,1929868930.0,0
U001,200707822,PUBLI ,2019-02-11 00:00:00,2019.0,1928689438.0,2019-01-26,20190126,20190126,20190210.0,USD,RV,1.0,,120123.41,20190126.0,NAA8,1928689438.0,0
U001,0200186937,SYSC trust,2019-10-10 00:00:00,2019.0,1929915593.0,2019-09-24,20190924,20190924,20191009.0,USD,RV,1.0,,5001.64,20190924.0,NAA8,1929915593.0,0
CA02,0140106249,FINDLAY associates,2019-10-23 00:00:00,2019.0,2960585220.0,2019-10-09,20191009,20191009,20191020.0,CAD,RV,1.0,,1560.05,20191010.0,CA10,2960585220.0,0
U001,200743123,KROGER corp,2019-02-19 00:00:00,2019.0,1928730014.0,2019-02-04,20190203,20190204,20190219.0,USD,RV,1.0,,139795.63,20190204.0,NAA8,1928730014.0,0
U001,0200729942,SA trust,2020-01-14 00:00:00,2020.0,1930337205.0,2019-12-30,20191231,20191230,20200114.0,USD,RV,1.0,,14179.9,20191230.0,NAA8,1930337205.0,0
U001,0200769623,WAL-MAR ,2019-10-01 00:00:00,2019.0,1929897238.0,2019-09-21,20190920,20190921,20191006.0,USD,RV,1.0,,2250.23,20190921.0,NAH4,1929897238.0,0
U001,0200769623,WAL-MAR llc,2019-05-21 00:00:00,2019.0,1929246329.0,2019-05-10,20190506,20190510,20190525.0,USD,RV,1.0,,24330.67,20190510.0,NAH4,1929246329.0,0
U001,0200803720,DEC ,,2020.0,1930820211.0,2020-04-23,20200423,20200423,20200509.0,USD,RV,1.0,,1977.62,20200416.0,NAM4,1930820211.0,1
U001,200706844,WINC ,,2020.0,1930669778.0,2020-03-21,20200319,20200321,20200405.0,USD,RV,1.0,,15331.43,20200321.0,NAA8,1930669778.0,1
U001,0200519201,KROGE ,2019-07-10 00:00:00,2019.0,1929536143.0,2019-06-25,20190624,20190625,20190710.0,USD,RV,1.0,,22404.9,20190625.0,NAA8,1929536143.0,0
U001,0200769623,WAL-MAR llc,2019-08-26 00:00:00,2019.0,1929732136.0,2019-08-14,20190810,20190814,20190829.0,USD,RV,1.0,,14764.19,20190814.0,NAH4,1929732136.0,0
U001,0200974851,RESTA ,2019-06-13 00:00:00,2019.0,1929159246.0,2019-04-16,20190417,20190416,20190501.0,USD,RV,1.0,,3955.35,20190416.0,NAA8,1929159246.0,0
U001,200622385,US  us,2019-04-19 00:00:00,2019.0,1929073220.0,2019-04-02,20190402,20190402,20190417.0,USD,RV,1.0,,53346.62,20190402.0,NAA8,1929073220.0,0
U001,0200744019,TARG llc,2019-12-26 00:00:00,2019.0,1930225920.0,2019-12-08,20191206,20191208,20191223.0,USD,RV,1.0,,12106.7,20191208.0,NAA8,1930225920.0,0
U001,0200418007,AM co,2019-04-15 00:00:00,2019.0,1929031017.0,2019-03-29,20190326,20190329,20190413.0,USD,RV,1.0,,4474.39,20190329.0,NAA8,1929031017.0,0
U001,0200769623,WAL-MAR systems,,2020.0,1930604650.0,2020-03-07,20200305,20200307,20200322.0,USD,RV,1.0,,15893.81,20200307.0,NAH4,1930604650.0,1
U001,CCCA02,KRAFT  in,2019-03-29 00:00:00,2019.0,1928792561.0,2019-02-15,20190213,20190215,20190322.0,USD,RV,1.0,,18227.4,20190215.0,NAG2,1928792561.0,0
U001,0200762301,C&S WH associates,2019-02-22 00:00:00,2019.0,1928758557.0,2019-02-08,20190206,20190208,20190223.0,USD,RV,1.0,,123740.56,20190208.0,NAC6,1928758557.0,0
U001,0200290370,BARGAIN  ,2019-11-29 00:00:00,2019.0,1930144012.0,2019-11-16,20191112,20191116,20191201.0,USD,RV,1.0,,9196.32,20191116.0,NAA8,1930144012.0,0
U001,0200071186,FATH foundation,,2020.0,1930789924.0,2020-04-16,20200415,20200416,20200501.0,USD,RV,1.0,,46945.8,20200416.0,NAA8,1930789924.0,1
U001,0200769623,WAL-MAR co,2019-08-19 00:00:00,2019.0,1929710905.0,2019-08-07,20190806,20190807,20190822.0,USD,RV,1.0,,100406.14,20190807.0,NAH4,1929710905.0,0
U013,CC6050,HEIN corp,2019-06-12 00:00:00,2019.0,1991822432.0,2019-02-15,20190215,20190215,20190401.0,USD,RV,1.0,,20064.14,20190215.0,NAVF,1991822432.0,0
U001,0200769623,WAL-MAR us,2019-02-04 00:00:00,2019.0,1928641177.0,2019-01-18,20190117,20190118,20190202.0,USD,RV,1.0,,9084.78,20190118.0,NAH4,1928641177.0,0
U001,0200793568,SUPE corporation,2019-10-29 00:00:00,2019.0,1930001846.0,2019-10-11,20191011,20191011,20191026.0,USD,RV,1.0,,134331.05,20191011.0,NAA8,1930001846.0,0
U001,0200793568,SUPE us,2019-11-18 00:00:00,2019.0,1929983564.0,2019-10-08,20191008,20191008,20191117.0,USD,RV,1.0,,20606.01,20191008.0,NAWU,1929983564.0,0
U001,0200739006,AL corporation,2019-07-15 00:00:00,2019.0,1929559798.0,2019-07-01,20190630,20190701,20190716.0,USD,RV,1.0,,19912.32,20190701.0,NAA8,1929559798.0,0
U001,CCU013,KRAFT F llc,2019-11-01 00:00:00,2019.0,1929926942.0,2019-09-27,20190925,20190927,20190927.0,USD,RV,1.0,,10488.8,20190927.0,NAX2,1929926942.0,0
U001,0200881076,ALBERT foundation,2019-07-05 00:00:00,2019.0,1929510337.0,2019-06-19,20190618,20190619,20190704.0,USD,RV,1.0,,50840.33,20190619.0,NAA8,1929510337.0,0
U001,0200759878,SA trust,2020-01-28 00:00:00,2020.0,1930390144.0,2020-01-12,20200111,20200112,20200127.0,USD,RV,1.0,,30710.74,20200112.0,NAH4,1930390144.0,0
U001,0200726979,BJ'S  co,2020-02-18 00:00:00,2020.0,1930466885.0,2020-02-01,20200201,20200201,20200216.0,USD,RV,1.0,,134.95,20200201.0,NAA8,1930466885.0,0
U001,0200331749,SYSC systems,2019-08-23 00:00:00,2019.0,1929720471.0,2019-08-07,20190808,20190807,20190822.0,USD,RV,1.0,,21329.31,20190807.0,NAA8,1929720471.0,0
U001,0200779051,AFFILI llc,2019-12-24 00:00:00,2019.0,1930271017.0,2019-12-14,20191212,20191214,20191229.0,USD,RV,1.0,,21702.35,20191214.0,NAA8,1930271017.0,0
U001,200769623,WAL-MAR associates,,2020.0,1930879136.0,2020-05-09,20200508,20200509,20200524.0,USD,RV,1.0,,59462.27,20200509.0,NAH4,1930879136.0,1
U001,0200729942,SA foundation,2019-09-04 00:00:00,2019.0,1929768673.0,2019-08-20,20190820,20190820,20190904.0,USD,RV,1.0,,1550.04,20190820.0,NAA8,1929768673.0,0
U001,0200744019,TARG systems,2020-03-05 00:00:00,2020.0,1930548674.0,2020-02-21,20200220,20200221,20200307.0,USD,RV,1.0,,18349.17,20200221.0,NAA8,1930548674.0,0
U001,0200726979,BJ'S  systems,2019-10-25 00:00:00,2019.0,1929983011.0,2019-10-09,20191008,20191009,20191024.0,USD,RV,1.0,,31707.39,20191009.0,NAA8,1929983011.0,0
U001,0200781803,JRD llc,2019-01-30 00:00:00,2019.0,1928601597.0,2019-01-10,20190110,20190110,20190130.0,USD,RV,1.0,,15562.97,20190110.0,NAD1,1928601597.0,0
U001,0200763814,SYSCO F foundation,2019-11-15 00:00:00,2019.0,1930052157.0,2019-10-25,20191025,20191025,20191114.0,USD,RV,1.0,,23746.97,20191025.0,NAD1,1930052157.0,0
U001,0200769623,WAL-MAR foundation,2019-10-07 00:00:00,2019.0,1929530685.0,2019-06-23,20190622,20190623,20190708.0,USD,RV,1.0,,2138.55,20190623.0,NAH4,1929530685.0,0
U001,0200772670,ASSOCIAT in,2019-08-12 00:00:00,2019.0,1929666818.0,2019-07-26,20190726,20190726,20190810.0,USD,RV,1.0,,41426.89,20190726.0,NAU5,1929666818.0,0
U001,0200573068,GROCE ,2019-05-08 00:00:00,2019.0,1928894927.0,2019-03-04,20190304,20190304,20190508.0,USD,RV,1.0,,1788.02,20190304.0,NAGD,1928894927.0,0
U001,0200778870,C in,,2020.0,1930647008.0,2020-03-13,20200313,20200313,20200328.0,USD,RV,1.0,,9117.16,20200313.0,NAA8,1930647008.0,1
U001,0200794332,COST llc,2019-03-14 00:00:00,2019.0,1928873168.0,2019-02-28,20190228,20190228,20190315.0,USD,RV,1.0,,9252.58,20190228.0,NAAX,1928873168.0,0
U001,0200936373,SUPE co,2019-05-28 00:00:00,2019.0,1928998101.0,2019-03-22,20190320,20190322,20190526.0,USD,RV,1.0,,23406.49,20190322.0,NAGD,1928998101.0,0
U001,0200707822,PUBLI us,2020-02-24 00:00:00,2020.0,1930477796.0,2020-02-07,20200205,20200207,20200222.0,USD,RV,1.0,,125425.94,20200207.0,NAA8,1930477796.0,0
U001,0200769623,WAL-MAR associates,,2020.0,1930622144.0,2020-03-10,20200308,20200310,20200325.0,USD,RV,1.0,,64440.87,20200310.0,NAH4,1930622144.0,1
U001,0200148860,DOLLA foundation,,2020.0,1930710073.0,2020-03-27,20200327,20200327,20200411.0,USD,RV,1.0,,66356.43,20200327.0,NAA8,1930710073.0,1
U001,0200772670,ASSOCIAT us,2019-05-28 00:00:00,2019.0,1929012872.0,2019-03-22,20190322,20190322,20190526.0,USD,RV,1.0,,13252.31,20190322.0,NAGD,1929012872.0,0
U001,0200782001,GORDO systems,,2020.0,1930610058.0,2020-03-06,20200306,20200306,20200321.0,USD,RV,1.0,,45773.88,20200306.0,NAA8,1930610058.0,1
U001,0100026809,PRES us,,2020.0,1930731327.0,2020-04-01,20200401,20200401,20200411.0,USD,RV,1.0,,28778.75,20200401.0,NA10,1930731327.0,1
U001,200759878,SA systems,2019-08-26 00:00:00,2019.0,1929709757.0,2019-08-10,20190806,20190810,20190825.0,USD,RV,1.0,,19432.03,20190810.0,NAH4,1929709757.0,0
U001,0200769623,WAL-MAR ,,2020.0,1930655609.0,2020-03-16,20200316,20200316,20200331.0,USD,RV,1.0,,13347.31,20200316.0,NAH4,1930655609.0,1
U001,0200772670,ASSOCIAT corp,2019-08-02 00:00:00,2019.0,1929633462.0,2019-07-17,20190718,20190717,20190801.0,USD,RV,1.0,,8449.26,20190717.0,NAU5,1929633462.0,0
U001,0200466603,SMITH'S foundation,2019-12-16 00:00:00,2019.0,1930203676.0,2019-11-30,20191129,20191130,20191215.0,USD,RV,1.0,,70038.11,20191130.0,NAA8,1930203676.0,0
U001,200769623,WAL-MAR co,,2020.0,1930772169.0,2020-04-11,20200409,20200411,20200615.0,USD,RV,1.0,,131.58,20200411.0,NAGD,1930772169.0,1
U001,0200752302,KROGER associates,,2020.0,1930776636.0,2020-04-12,20200411,20200412,20200427.0,USD,RV,1.0,,75004.47,20200412.0,NAA8,1930776636.0,1
U001,CCU013,KRAFT F trust,2019-03-29 00:00:00,2019.0,1928805234.0,2019-02-15,20190215,20190215,20190215.0,USD,RV,1.0,,9805.03,20190215.0,NAX2,1928805234.0,0
U001,0200769623,WAL-MAR foundation,,2020.0,1930710731.0,2020-03-27,20200327,20200327,20200411.0,USD,RV,1.0,,28295.59,20200327.0,NAH4,1930710731.0,1
CA02,0140106408,WAL-M in,2019-11-29 00:00:00,2019.0,2960591543.0,2019-11-08,20191108,20191108,20191125.0,CAD,RV,1.0,,222818.74,20191115.0,CA10,2960591543.0,0
CA02,0140104249,SOB trust,2019-11-27 00:00:00,2019.0,2960590354.0,2019-11-02,20191102,20191102,20191121.0,CAD,RV,1.0,,90986.66,20191111.0,CA10,2960590354.0,0
U001,200769623,WAL-MAR trust,2019-05-21 00:00:00,2019.0,1929292878.0,2019-05-10,20190510,20190510,20190525.0,USD,RV,1.0,,7708.45,20190510.0,NAH4,1929292878.0,0
U001,0200769623,WAL-MAR co,,2020.0,1930826845.0,2020-04-26,20200425,20200426,20200511.0,USD,RV,1.0,,2352.97,20200426.0,NAH4,1930826845.0,1
CA02,0140104249,SOB systems,2019-09-24 00:00:00,2019.0,2960576329.0,2019-09-06,20190907,20190906,20190920.0,CAD,RV,1.0,,4093.57,20190910.0,CA10,2960576329.0,0
U001,0200769623,WAL-MAR in,2019-02-22 00:00:00,2019.0,1928779294.0,2019-02-12,20190211,20190212,20190227.0,USD,RV,1.0,,142.22,20190212.0,NAH4,1928779294.0,0
CA02,0140105686,SYSC corporation,2019-12-31 00:00:00,2019.0,2960595382.0,2019-12-01,20191201,20191201,20191220.0,CAD,RV,1.0,,53397.29,20191210.0,CA10,2960595382.0,0
U001,0200246495,PERFOR systems,2019-04-29 00:00:00,2019.0,1929086329.0,2019-04-16,20190404,20190416,20190501.0,USD,RV,1.0,,22661.11,20190416.0,NAA8,1929086329.0,0
U001,200769623,WAL-MAR us,2019-07-10 00:00:00,2019.0,1929554532.0,2019-06-30,20190629,20190630,20190715.0,USD,RV,1.0,,59895.09,20190630.0,NAH4,1929554532.0,0
U001,0200711029,WEGMAN ,,2020.0,1930599202.0,2020-03-04,20200304,20200304,20200319.0,USD,RV,1.0,,66442.88,20200304.0,NAA8,1930599202.0,1
U001,0200769623,WAL-MAR in,2019-07-15 00:00:00,2019.0,1929570682.0,2019-07-03,20190703,20190703,20190718.0,USD,RV,1.0,,29793.97,20190703.0,NAH4,1929570682.0,0
U001,CCCA02,KRAFT  llc,2019-03-29 00:00:00,2019.0,1928879552.0,2019-03-02,20190228,20190302,20190406.0,USD,RV,1.0,,19617.0,20190302.0,NAG2,1928879552.0,0
U001,0200769623,WAL-MAR systems,2020-02-05 00:00:00,2020.0,1930435342.0,2020-01-25,20200124,20200125,20200209.0,USD,RV,1.0,,12975.23,20200125.0,NAH4,1930435342.0,0
U001,0200726979,BJ'S  us,2019-05-30 00:00:00,2019.0,1929348136.0,2019-05-15,20190520,20190515,20190530.0,USD,RV,1.0,,162.19,20190515.0,NAA8,1929348136.0,0
U001,0200769623,WAL-MAR corp,2019-11-21 00:00:00,2019.0,1930020329.0,2019-10-19,20191016,20191019,20191128.0,USD,RV,1.0,,101.17,20191019.0,NAWU,1930020329.0,0
U001,0200769623,WAL-MAR associates,2019-11-15 00:00:00,2019.0,1930097507.0,2019-11-04,20191103,20191104,20191119.0,USD,RV,1.0,,52161.15,20191104.0,NAH4,1930097507.0,0
U001,0200707822,PUBLI foundation,,2020.0,1930776550.0,2020-04-13,20200411,20200413,20200428.0,USD,RV,1.0,,160558.42,20200413.0,NAA8,1930776550.0,1
U001,0200777735,NASH  co,2019-05-02 00:00:00,2019.0,1929178728.0,2019-04-19,20190419,20190419,20190504.0,USD,RV,1.0,,9186.91,20190419.0,NAA8,1929178728.0,0
U001,0200592182,DECA corporation,,2020.0,1930691960.0,2020-03-24,20200324,20200324,20200323.0,USD,RV,1.0,,36102.76,20200316.0,NAM1,1930691960.0,1
U001,0200769623,WAL-MAR in,2019-01-22 00:00:00,2019.0,1928609703.0,2019-01-12,20190111,20190112,20190127.0,USD,RV,1.0,,29121.25,20190112.0,NAH4,1928609703.0,0
U001,0200769623,WAL-MAR systems,2020-02-10 00:00:00,2020.0,1930453321.0,2020-01-30,20200129,20200130,20200214.0,USD,RV,1.0,,56938.07,20200130.0,NAH4,1930453321.0,0
U001,0200148860,DOLLA us,2019-04-23 00:00:00,2019.0,1929100680.0,2019-04-08,20190407,20190408,20190423.0,USD,RV,1.0,,84847.36,20190408.0,NAA8,1929100680.0,0
U001,0200769623,WAL-MAR in,2019-10-08 00:00:00,2019.0,1929900892.0,2019-09-21,20190920,20190921,20191006.0,USD,RV,1.0,,7470.33,20190921.0,NAH4,1929900892.0,0
U001,0200526831,PERISH in,2019-08-27 00:00:00,2019.0,1929731682.0,2019-08-10,20190810,20190810,20190825.0,USD,RV,1.0,,121592.86,20190810.0,NAA8,1929731682.0,0
U001,0200726979,BJ'S  us,2019-08-07 00:00:00,2019.0,1929650131.0,2019-07-23,20190722,20190723,20190807.0,USD,RV,1.0,,126.67,20190723.0,NAA8,1929650131.0,0
U001,0200769623,WAL-MAR co,2020-02-18 00:00:00,2020.0,1930472617.0,2020-02-05,20200203,20200205,20200220.0,USD,RV,1.0,,59883.94,20200205.0,NAH4,1930472617.0,0
CA02,0140106181,THE  associates,2019-11-27 00:00:00,2019.0,2960574176.0,2019-08-20,20190820,20190820,20190901.0,CAD,RV,1.0,,12636.0,20190822.0,CA10,2960574176.0,0
U001,0200762301,C&S WH llc,2019-01-24 00:00:00,2019.0,1928590918.0,2019-01-09,20190108,20190109,20190124.0,USD,RV,1.0,,61160.46,20190109.0,NAC6,1928590918.0,0
U001,0200455322,PEA in,,2020.0,1930787156.0,2020-04-14,20200414,20200414,20200514.0,USD,RV,1.0,,49124.1,20200414.0,NAD5,1930787156.0,1
U001,0200792293,UNIFIE in,2019-11-25 00:00:00,2019.0,1930128949.0,2019-11-08,20191108,20191108,20191123.0,USD,RV,1.0,,88786.66,20191108.0,NAA8,1930128949.0,0
U001,0200762950,HAR llc,2019-04-30 00:00:00,2019.0,1929151842.0,2019-04-17,20190415,20190417,20190502.0,USD,RV,1.0,,106542.9,20190417.0,NAA8,1929151842.0,0
U001,0200769623,WAL-MAR co,2020-02-05 00:00:00,2020.0,1930436643.0,2020-01-25,20200124,20200125,20200209.0,USD,RV,1.0,,4088.45,20200125.0,NAH4,1930436643.0,0
U001,0200793568,SUPE us,2019-10-28 00:00:00,2019.0,1930001004.0,2019-10-10,20191010,20191010,20191025.0,USD,RV,1.0,,8641.1,20191010.0,NAA8,1930001004.0,0
U001,0200769623,WAL-MAR llc,2019-09-09 00:00:00,2019.0,1929797975.0,2019-08-29,20190827,20190829,20190913.0,USD,RV,1.0,,6768.47,20190829.0,NAH4,1929797975.0,0
U001,0200769623,WAL-MAR foundation,2019-12-10 00:00:00,2019.0,1930200878.0,2019-11-28,20191127,20191128,20191213.0,USD,RV,1.0,,53993.63,20191128.0,NAH4,1930200878.0,0
U001,0200772670,ASSOCIAT systems,2019-08-27 00:00:00,2019.0,1929743310.0,2019-08-13,20190814,20190813,20190828.0,USD,RV,1.0,,67338.12,20190813.0,NAU5,1929743310.0,0
U001,0200769623,WAL-MAR llc,,2020.0,1930798325.0,2020-04-18,20200417,20200418,20200503.0,USD,RV,1.0,,55399.42,20200418.0,NAH4,1930798325.0,1
U001,0200794332,COST trust,2019-03-05 00:00:00,2019.0,1928811453.0,2019-02-19,20190218,20190219,20190306.0,USD,RV,1.0,,21890.1,20190219.0,NAAX,1928811453.0,0
U001,0200777735,NASH  in,2019-09-24 00:00:00,2019.0,1929864441.0,2019-09-12,20190911,20190912,20191116.0,USD,RV,1.0,,65485.74,20190912.0,NAGD,1929864441.0,0
U001,0200759878,SA ,,2020.0,1930603081.0,2020-03-04,20200304,20200304,20200319.0,USD,RV,1.0,,14022.8,20200304.0,NAH4,1930603081.0,1
CA02,0140106184,JAM in,2019-05-01 00:00:00,2019.0,2960542367.0,2019-04-17,20190417,20190417,20190429.0,CAD,RV,1.0,,10329.8,20190419.0,CA10,2960542367.0,0
U001,0200776463,KROGE in,2019-09-20 00:00:00,2019.0,1929828885.0,2019-09-05,20190905,20190905,20190920.0,USD,RV,1.0,,99363.76,20190905.0,NAA8,1929828885.0,0
CA02,0140104409,LOB ,2019-02-22 00:00:00,2019.0,2960526456.0,2019-02-01,20190201,20190201,20190219.0,CAD,RV,1.0,,110997.68,20190209.0,CA10,2960526456.0,0
U001,0200769623,WAL-MAR ,2020-01-23 00:00:00,2020.0,1930391944.0,2020-01-13,20200113,20200113,20200128.0,USD,RV,1.0,,45235.94,20200113.0,NAH4,1930391944.0,0
U001,0200759878,SA corporation,2020-01-22 00:00:00,2020.0,1930351958.0,2020-01-06,20200103,20200106,20200121.0,USD,RV,1.0,,18900.98,20200106.0,NAH4,1930351958.0,0
U001,0200739534,OK ,,2020.0,1930842944.0,2020-04-30,20200430,20200430,20200515.0,USD,RV,1.0,,27131.85,20200430.0,NAA8,1930842944.0,1
U001,0200769623,WAL-MAR llc,2019-11-15 00:00:00,2019.0,1930056407.0,2019-10-27,20191026,20191027,20191111.0,USD,RV,1.0,,14989.57,20191027.0,NAH4,1930056407.0,0
U001,0200424504,M  corp,,2020.0,1930594041.0,2020-03-04,20200303,20200304,20200315.0,USD,RV,1.0,,7405.23,20200315.0,NACE,1930594041.0,1
U001,0200287284,CALIFO ,2019-03-08 00:00:00,2019.0,1928894391.0,2019-03-04,20190304,20190304,20190403.0,USD,RV,1.0,,668593.36,20190304.0,NAD5,1928894391.0,0
U001,0200794332,COST systems,2019-02-25 00:00:00,2019.0,1928753102.0,2019-02-08,20190206,20190208,20190223.0,USD,RV,1.0,,699.38,20190208.0,NAAX,1928753102.0,0
U001,0200769623,WAL-MAR ,2020-01-17 00:00:00,2020.0,1930331724.0,2019-12-30,20191229,20191230,20200114.0,USD,RV,1.0,,33869.0,20191230.0,NAH4,1930331724.0,0
U001,200769623,WAL-MAR in,2019-04-15 00:00:00,2019.0,1929061039.0,2019-04-02,20190331,20190402,20190417.0,USD,RV,1.0,,1898.2,20190402.0,NAH4,1929061039.0,0
U001,0200020431,DEC foundation,2019-08-07 00:00:00,2019.0,1929708336.0,2019-08-06,20190806,20190806,20190811.0,USD,RV,1.0,,17537.4,20190801.0,NAM2,1929708336.0,0
U001,0200726979,BJ'S  systems,2019-07-30 00:00:00,2019.0,1929618233.0,2019-07-15,20190713,20190715,20190730.0,USD,RV,1.0,,181.64,20190715.0,NAA8,1929618233.0,0
U001,0200782669,SYGMA us,2019-01-23 00:00:00,2019.0,1928572922.0,2019-01-06,20190104,20190106,20190121.0,USD,RV,1.0,,26731.81,20190106.0,NAA8,1928572922.0,0
CA02,0140104249,SOB trust,2019-10-28 00:00:00,2019.0,2960585227.0,2019-10-09,20191009,20191009,20191023.0,CAD,RV,1.0,,9210.56,20191013.0,CA10,2960585227.0,0
U001,0200707822,PUBLI associates,2019-11-04 00:00:00,2019.0,1930032653.0,2019-10-20,20191019,20191020,20191104.0,USD,RV,1.0,,151474.39,20191020.0,NAA8,1930032653.0,0
U001,0200148860,DOLLA corporation,2019-11-18 00:00:00,2019.0,1930071095.0,2019-11-02,20191030,20191102,20191117.0,USD,RV,1.0,,15797.76,20191102.0,NAA8,1930071095.0,0
U013,0140103400,FOST corporation,2019-08-26 00:00:00,2019.0,1991830076.0,2019-08-04,20190731,20190804,20190903.0,USD,RV,1.0,,2607.01,20190804.0,NAVE,1991830076.0,0
U001,CCU013,KRAFT F systems,2019-11-01 00:00:00,2019.0,1929808833.0,2019-09-02,20190903,20190902,20190902.0,USD,RV,1.0,,2335.75,20190902.0,NAX2,1929808833.0,0
U001,0200820380,SMITH'S systems,2019-03-21 00:00:00,2019.0,1928920051.0,2019-03-06,20190306,20190306,20190321.0,USD,RV,1.0,,2569.72,20190306.0,NAA8,1928920051.0,0
U001,0200776463,KROGE associates,2019-06-17 00:00:00,2019.0,1929412480.0,2019-06-01,20190601,20190601,20190616.0,USD,RV,1.0,,30060.69,20190601.0,NAA8,1929412480.0,0
CA02,0140104340,COLABOR  co,2019-11-14 00:00:00,2019.0,2960589214.0,2019-10-29,20191029,20191029,20191110.0,CAD,RV,1.0,,2466.91,20191031.0,CA10,2960589214.0,0
U001,0200707822,PUBLI corp,2019-03-15 00:00:00,2019.0,1928878195.0,2019-02-28,20190228,20190228,20190315.0,USD,RV,1.0,,21557.75,20190228.0,NAA8,1928878195.0,0
U001,0200769623,WAL-MAR co,2019-09-05 00:00:00,2019.0,1929792137.0,2019-08-26,20190826,20190826,20190910.0,USD,RV,1.0,,50490.21,20190826.0,NAH4,1929792137.0,0
U001,0200762301,C&S WH foundation,2019-08-06 00:00:00,2019.0,1929645604.0,2019-07-22,20190721,20190722,20190806.0,USD,RV,1.0,,40668.39,20190722.0,NAC6,1929645604.0,0
U001,0200895669,J  corporation,2019-03-25 00:00:00,2019.0,1928928322.0,2019-03-08,20190308,20190308,20190324.0,USD,RV,1.0,,1849.65,20190308.0,C106,1928928322.0,0
U001,0200526831,PERISH llc,2019-07-02 00:00:00,2019.0,1929509698.0,2019-06-18,20190618,20190618,20190703.0,USD,RV,1.0,,58519.77,20190618.0,NAA8,1929509698.0,0
U001,0200761734,H E BUT corporation,2020-02-14 00:00:00,2020.0,1930461061.0,2020-01-31,20200131,20200131,20200215.0,USD,RV,1.0,,58662.99,20200131.0,NAA8,1930461061.0,0
U001,0200769623,WAL-MAR us,,2020.0,1930729868.0,2020-04-01,20200401,20200401,20200416.0,USD,RV,1.0,,5310.44,20200401.0,NAH4,1930729868.0,1
U001,0200769623,WAL-MAR co,2019-09-09 00:00:00,2019.0,1929797204.0,2019-08-29,20190827,20190829,20190913.0,USD,RV,1.0,,54176.74,20190829.0,NAH4,1929797204.0,0
U001,200777735,NASH  corp,2019-03-26 00:00:00,2019.0,1928946273.0,2019-03-12,20190311,20190312,20190327.0,USD,RV,1.0,,23649.95,20190312.0,NAA8,1928946273.0,0
U001,0100058003,ING co,,2020.0,1930599489.0,2020-03-04,20200304,20200304,20200405.0,USD,RV,1.0,,2374.48,20200304.0,NA32,1930599489.0,1
U001,0100053926,CALD trust,2020-04-17 00:00:00,2020.0,1930543345.0,2020-02-19,20200219,20200219,20200419.0,USD,RV,1.0,,10928.8,20200219.0,NAVQ,1930543345.0,0
